id	name	domain	phylum	class	order	family	genus	species
668fdb718997fc1589c7817655d4bb5f	Unclassified Phocaeicola	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	NA
ae296b1ad16f3e6585dc4469af22831f	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
a3f36ef32153f2fc2aaeac2feb23777f	Unclassified Faecalibacterium	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
470dd02996e31255357eeeaa3672b469	Acetatifactor sp900066365	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	sp900066365
f0607d2c57afe6bb25bd64afa9869e28	Clostridium sp001916075	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	sp001916075
e5413f67faa6b8c0c3e63e48836c0b42	Phascolarctobacterium faecium	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	faecium
a1a3200b76bcd6000a0914892d370b6e	Unclassified Enterococcus_B	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_B	NA
520c77820886daeb8cf0d6497cfb1344	Dialister invisus	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	invisus
6375d6db4733607e79a11e2c52a4d583	Unclassified OEMS01	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	NA
dad9c1aff4e6d7faab64199863616bc7	Prevotella hominis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	hominis
b5273023863d8556eae399fbe127bfa1	Unclassified Acutalibacteraceae	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA
b953ac3c6973b5a557774d4b2d005d48	Unclassified Catenibacterium	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	NA
e27680d4009f98f30248d823bc17fb8e	Unclassified Haemophilus_D	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	NA
5173dbed1ba24aca7d164bf37813de35	Dialister hominis	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	hominis
5c82dc47435864e490625ae01151570e	CAG-41 sp900066215	Bacteria	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	CAG-41	sp900066215
6a0bbfe5241c80e0f4e91b06fe4715c7	Unclassified Clostridium	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA
c3bdda568b2c1580d5cce7407ef43909	Unclassified Faecalibacterium	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
dc2721103659fe9f1d3ead56a11df243	Unclassified Blautia_A	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA
b677c6c95bbf603529595ed92876ef37	Unclassified Holdemanella	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	NA
e83530180ec2612e1f9dfbfc5803e1c7	Absicoccus sp000434355	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Absicoccus	sp000434355
ee293984c0110b2eeceb8427fdf448fb	Unclassified Blautia_A	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA
8347bd34436f72573fcde614b95d4702	Unclassified Bifidobacterium	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	NA
7d285be20e3ad3812eb21be379357ef1	Roseburia sp900552665	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	sp900552665
b59df8f3a55189f5e045e50acbae6dc0	Unclassified UBA11524	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	UBA11524	NA
bfe54af4c9180d37a0d76f6dafe79a5a	Unclassified Klebsiella_A	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella_A	NA
bb4c514d88f41738953131d5bf18f024	Unclassified CAG-273	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	NA
9f8668eb1c5f9d9a992dd49245db090e	Blautia_A faecis	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	faecis
afd87e82de329a1ed75b98b5b606843c	Dorea formicigenerans	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	formicigenerans
d6960828e54e3b0059ec5cdf24b16d2f	Dialister sp900543165	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	sp900543165
94aa237534fc5913f79df9f144f7a9b3	Slackia_A isoflavoniconvertens	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia_A	isoflavoniconvertens
87368903a585e254843c93dbbe0b59de	Unclassified CAG-177	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	NA
73bf8d1a5983e34a0cb84e3cae127815	Unclassified Streptococcus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
b15165107bf1c1c029df56aacc13ecf3	Unclassified UMGS1994	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UMGS1994	NA
c2399c042cbbc92c9dfcb853be53de88	Unclassified Catenibacterium	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	NA
63b26504f32377cd78d6068bffb86b9a	Bacteroides uniformis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uniformis
3ed27601f770e9653f93c9f8a2f75d29	Unclassified Lachnospiraceae	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
a1a300c872047a7d8b6b294b17cfb63b	Unclassified Gemmiger	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	NA
c88e37c00a5abc483dada3afc5da38a3	Ruthenibacterium lactatiformans	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	lactatiformans
262ba8fff46ca0c6fee6af217feea7df	Unclassified Ruminococcaceae	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ea662f48f14bcb16f34cffbe4dc366d6	Unclassified Phil1	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	Phil1	NA
03af966ff07ddef2b87da992b85b600b	Unclassified Bacteroides	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
e356478388a246c0d7d90e23ef1d506a	Unclassified Eggerthellaceae	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
a684e731a405ce64b1669976e6658a2d	Senegalimassilia anaerobia	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	anaerobia
e6433dcb8445a6a54879df7ef52194e1	Unclassified UBA11524	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	UBA11524	NA
9496d87b94d90dff068f0716603930bd	Unclassified Bacteroides	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
10541b6401f0ea0b38e3fcd6265d3c86	Holdemanella biformis	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	biformis
0d7ad4c2be704c46cf2e72849ea2a853	Unclassified UMGS1994	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UMGS1994	NA
ec4075339e16f5cd45fd5a7955596899	Bacteroides caccae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	caccae
e47a63686b619f67783f9b9aa52b86bf	Alistipes putredinis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	putredinis
0d6bce2909152ecd402d6905c94ac4e9	ER4 sp900317525	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	ER4	sp900317525
6a6fcf8f9b8bb1ab9e5f8456ee7fb109	Mediterraneibacter faecis	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	faecis
a180485ac456840a8e7a0014a4bcd598	Unclassified Gemmiger	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	NA
a0b7d83fb64749f9a4b15b3728425b97	Unclassified Bariatricus	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus	NA
3cc6cc9dfd4acb48c522fd2e6b28c2fb	Unclassified Oscillospiraceae	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
fb798da6858b8b3f34077164a4ec9315	Acetatifactor sp900066565	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	sp900066565
5898ec3a80ad76122c711774a3be2994	CAG-217 sp000436335	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-217	sp000436335
28e7544ffc0974191d8cebe91dbfb944	Peptostreptococcus russellii_A	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcus	russellii_A
df15aa00cffdc5235078831e54deb6db	Unclassified OEMS01	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	NA
85fddfaca6687f22a2b1c5ed45a6041c	Unclassified UBA6382	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA6382	NA
c9a59a2ded38b324d6d58202a4137f9b	Slackia_A piriformis	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia_A	piriformis
33d591dd6da939cd5ffa983ad2b49280	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
5bf59f5b57d4b0d8a1997c772cc923ad	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
c84c55087f083c4c1ab6b9b531dec343	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
23fed68c6c76ab10ba1be8a43e9176e7	Faecalibacterium prausnitzii_G	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	prausnitzii_G
a7a1a93ecfcef4cb45b42307a4fa3bca	Phocaeicola dorei	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	dorei
392aa3c45e128c7432f91b3de84541f6	Unclassified Enterocloster	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	NA
d5c7d97e6f4f5789d574d321dcca0992	Fusicatenibacter saccharivorans	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	saccharivorans
d2c0ca30e3b7c2d0deb4041a22dfaa65	Unclassified Gemmiger	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	NA
68dd268a37c112ba60a59fabd8743441	Unclassified UBA6382	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	UBA6382	NA
773e9f111e67fe85aa72133fdfe13282	Unclassified UBA11524	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	UBA11524	NA
8133592a0dd3d6f104c1299d656af362	Unclassified Clostridium	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA
1bbe672253a9a19978b7163262e6db45	Prevotella sp002265625	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	sp002265625
6f8461f38f17b163a804fac9e3e67b89	Unclassified Acutalibacteraceae	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA
b96d6ac0476fca5cd6176cfbeef199b2	Unclassified SFMI01	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	SFMI01	NA
7440c6774e56e5961acdfa7abe183322	Unclassified UMGS1994	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UMGS1994	NA
cac6731a5014da8d0d907db34633c5b7	Unclassified UBA11524	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	UBA11524	NA
ee94b042fce1e0d75af093d7d1b1d340	Ruminococcus_D bicirculans	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_D	bicirculans
6013b9e15b35c4e724eb0c323c05f9d3	Unclassified Oscillospiraceae	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
5e7503d63ed76d40cc0879df32bc342d	Unclassified OEMS01	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	NA
c3c8d537f5afdd76af1dd96e7e974368	CAG-127 sp900319515	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-127	sp900319515
f85e24e12602e3e64bf399e03211642b	Sodaliphilus sp004557565	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Sodaliphilus	sp004557565
c9ea71f39bda8752713c8e90dff2b875	Unclassified Anaerostipes	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	NA
f2c958dfcac880c2f53a47e114d994d8	Unclassified CAG-83	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	NA
26de1a0803f3f29d18eaa3d9d22550e7	Unclassified UMGS1994	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UMGS1994	NA
a5189f77a2cfeab3bc1602ff5c8ac3e9	Unclassified Streptococcus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
deb170734ab392b36e5653feffb25146	Unclassified UBA4285	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA4285	NA
55c4d759028d22cd8c9dccc67bed723b	Unclassified Ruminococcaceae	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
14f9cc8ecdda2728b7966b31a87b17a4	RUG115 sp900066395	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	RUG115	sp900066395
85b4d7d480ef06ef2844b93115d87480	Unclassified Megasphaera	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	NA
c4187ca9212063e21c3b7c7b4de15927	Eubacterium_R sp000436835	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	sp000436835
e17d964cd0fd8c2ddbd1dacfa8b536e3	Parabacteroides merdae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	merdae
ee8c3fb02b1233997432564a8ba62319	Prevotella sp002251385	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	sp002251385
2ea35c2aa510ab4f9fbc93c8e65bdd51	Unclassified Succinivibrio	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	NA
2f31a77c8cbda3ec165d1c15a2795176	Unclassified CAG-485	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	NA
4be5ec3f2050a6bc7db8d4b18e74afc5	Unclassified Agathobacter	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	NA
e803ff46adaa0fa149ef151b082378a0	Unclassified Oscillospiraceae	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
5658ec7be5170db093c841fc74e8635e	Unclassified CAG-873	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-873	NA
539a1a622bc94f29907f64dedbd9e975	Unclassified Muribaculaceae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
f95cab37fba4160de15015f4d520839f	Unclassified Faecalibacillus	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Faecalibacillus	NA
1d38c3d3e21b0567dac79cc36187431a	Prevotellamassilia timonensis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	timonensis
0c3b183b535d14b8624b3e738cb18375	Treponema_D succinifaciens	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	succinifaciens
4119ee9eb78e6baa92065d886a5e24ac	UBA1191 sp900549125	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	UBA1191	sp900549125
8b39c846ed9a2e0187075e964f050de6	Unclassified CAG-1427	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CAG-1427	NA
dd452094efd01d7e12390df1600a5a22	Unclassified Enterobacteriaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
51e441cbdcc80da0656e82293ae160b5	Unclassified Bacteroides	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
0e1dcba2a26611bacba2adfc23ac6418	Unclassified Coprococcus	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	NA
eb61cae65bc6cdd2440323bbf603ba5c	Eisenbergiella sp900066775	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	sp900066775
50e9686d4c494334e60b5230478d3387	Unclassified CAG-302	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-302	NA
26a97a2c89b7dac1eaaa5d3a4dd97c07	Unclassified UBA11524	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	UBA11524	NA
f2e4355abb553aed0f53a97b59f2acf2	Unclassified Citrobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	NA
2c28f59ac40a4baed8a1ab2d6bd7f35e	CAG-460 sp000437355	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-460	sp000437355
e90256e2ad4239dca188316facb355f2	ER4 sp003522105	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	ER4	sp003522105
5608c3e6c9de9ceb79610e7786bd0ac4	Unclassified Veillonella	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	NA
c1e6a3b26cc7d12c8f7e22ebb092e001	Unclassified Bacteroides	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
bc109f6c7e82b43f2405cc2775d5746c	Unclassified CAG-273	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	NA
7a204636048143e0c1d08db3d3275d1e	Unclassified UBA11524	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	UBA11524	NA
37dac50f454a3cf754e83790eee77108	Unclassified Paraprevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	NA
fac50837e13e2562b1147171e32912a6	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
a67cb378efc39872e25df8467bd8616e	Prevotella copri	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	copri
11c98e8c7cddbaa2e23f2afe3b0e42f7	CAG-914 sp000437895	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-914	sp000437895
21a000575627808226f543a6ddbf7c48	Unclassified Acutalibacteraceae	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA
f1aba425dcbf37c22bf4f9849be2c790	Prevotella sp900313215	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	sp900313215
f22fb834d2c3f32a89f7b1e032fbb0fd	Unclassified UMGS1994	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UMGS1994	NA
d9681bf8373e2635323f1ca0cc434ecf	Unclassified Eisenbergiella	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	NA
2acaf275cc5b6e89e0f9f52c9197bbf7	Holdemanella sp002299315	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	sp002299315
16cfd43bfd05490323335808a17688de	Butyrivibrio_A crossotus	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio_A	crossotus
10ee6e361d2a11328a3814ddc8c3a2c5	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
2673143ffb9d8ff3ad82fa40e325973c	Unclassified Eubacterium_R	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	NA
b99e54aeff182655d9ed4a2acc9bcaf3	Unclassified CAG-74	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	NA	NA
9ef6efd0e49ef5e1efe3613b0e427312	Unclassified Roseburia	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
e59405a47acbc248ce61395366159d8d	Mediterraneibacter torques	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	torques
04a802674683d317a8c7484ce2407ce0	Dysosmobacter sp001916835	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	sp001916835
f2eb4e684bae8116d02c9cb2781f6256	Unclassified Ruminococcaceae	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
00979c6b417b7978c1c656e263cdd054	Eubacterium_F sp003491505	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	sp003491505
3e2bfdd1acae4723c96e344f91b262d8	Unclassified CAG-83	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-83	NA
26f6853f46b06854fe5418317a261fb8	Unclassified Oscillospiraceae	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
06296ef8e5b973cb2ac066c552af976a	Intestinibacter bartlettii	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Intestinibacter	bartlettii
06a2c7fb2571072f2340dcee4dd2f151	Unclassified CAG-460	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-460	NA
b65eb19257f7a2bedb5a1c4b42aeb396	Unclassified Phocaeicola	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	NA
14e10a17f25cca186160691657439a73	Unclassified Gemmiger	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	NA
