seq_id,query,gtdb,domain,phylum,class,order,family,genus,species
64dce7a1d3fa826ae2154f0f7276786c,RS_GCF_003324125.1,RS_GCF_003324125.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__Gemmiger qucibialis
4a768f1dae44e767f989302778d49bba,RS_GCF_000765235.1,RS_GCF_000765235.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__ER4,s__ER4 sp000765235
a83abf8492046e6af29d07cd08fcd3ef,GB_GCA_002437575.1,GB_GCA_002437575.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-170,s__CAG-170 sp002437575
7352ec1329da3f50bb3897a070aee9ac,f__Oscillospiraceae,NA,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,NA,NA
849affed199156c5a3c9c56cb2cf698a,RS_GCF_000162015.1,RS_GCF_000162015.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium prausnitzii_C
6a3a0283614349c5dd9e790155f79300,GB_GCA_900539695.1,GB_GCA_900539695.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__Gemmiger sp900539695
1fd29fa6de39c2dba642d7dd48ad587b,GB_GCA_900313895.1,GB_GCA_900313895.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,s__Ruminococcus_E sp900313895
c6cf1632f9f42ea0d0beba4dd4ace9fd,GB_GCA_900539885.1,GB_GCA_900539885.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium sp900539885
97c4aaf631630a6adf612542aa259770,RS_GCF_002884975.1,RS_GCF_002884975.1,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia,s__Akkermansia muciniphila_C
66067905a3dc9f409d182a09fec4353b,GB_GCA_900551995.1,GB_GCA_900551995.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-83,s__CAG-83 sp900551995
a5aa2cea155cf0b2eeba7c4f2d259de7,GB_GCA_900539885.1,GB_GCA_900539885.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium sp900539885
07591c5ab9784f07a40f9314fc074ebb,f__Oscillospiraceae,NA,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,NA,NA
2ecc26dd8bf5f24e9bfd079efd78fe52,RS_GCF_000162015.1,RS_GCF_000162015.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium prausnitzii_C
50c7a7cdcb3fa61a28edd735d2615650,GB_GCA_900539695.1,GB_GCA_900539695.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__Gemmiger sp900539695
42718ecae5641a56104644d8f08642b0,RS_GCF_002550015.1,RS_GCF_002550015.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium prausnitzii_A
45fa6da830b95a1b132fc885440fae11,RS_GCF_003324125.1,RS_GCF_003324125.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__Gemmiger qucibialis
eb3a8d0720986c443ed6fa70ec8cec24,f__Oscillospiraceae,NA,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,NA,NA
45995321054810a77887d42033477c34,RS_GCF_003324125.1,RS_GCF_003324125.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__Gemmiger qucibialis
a4a1ab9466fe9399de680614503d4d7f,GB_GCA_900547165.1,GB_GCA_900547165.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__UBA644,g__UBA644,s__UBA644 sp900547165
08e54962c2005b8c299e8a53d8303d65,GB_GCA_003487665.1,GB_GCA_003487665.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-83,s__CAG-83 sp003487665
a3234829a6ba639ce7a57e895a82ab9b,RS_GCF_000765235.1,RS_GCF_000765235.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__ER4,s__ER4 sp000765235
3c01d944b2757cb49f10533b2fd05613,RS_GCF_003324125.1,RS_GCF_003324125.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__Gemmiger qucibialis
45c1e3ece5ab21321bd9929b8f69b590,RS_GCF_002550035.1,RS_GCF_002550035.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium prausnitzii_E
4be87b83f77f6e01f47838f0a710e9f5,RS_GCF_000723465.1,RS_GCF_000723465.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_D,s__Ruminococcus_D bicirculans
ddb98b77b075f546dd299abc316bf19d,GB_GCA_000435555.1,GB_GCA_000435555.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-83,s__CAG-83 sp000435555
effc5001bb4e044e680cfbbf62c55b9c,GB_GCA_000435555.1,GB_GCA_000435555.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-83,s__CAG-83 sp000435555
15be708348b7c63cc6afba8461beaccd,RS_GCF_002549975.1,RS_GCF_002549975.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium prausnitzii_H
6b0c533c1944a6b2c28312a747bcb4c6,RS_GCF_000723465.1,RS_GCF_000723465.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_D,s__Ruminococcus_D bicirculans
25608098e7838450693a34ca42dd493e,GB_GCA_900548125.1,GB_GCA_900548125.1,d__Bacteria,p__Firmicutes_A,c__Clostridia_A,o__Christensenellales,f__CAG-74,g__SFFH01,s__SFFH01 sp900548125
f13b184b0c7f2a8100b2631c691f2649,GB_GCA_000432375.1,GB_GCA_000432375.1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-103,s__CAG-103 sp000432375
